#{"t_start": 1544998356.0760517, "env_id": "FrozenLake8x8-v0"}
r,l,t
1.0,65,0.289043
0.0,48,0.28964
0.0,63,0.290399
0.0,23,0.290695
0.0,102,0.291906
0.0,18,0.292147
0.0,17,0.292371
0.0,9,0.292504
0.0,27,0.292845
0.0,58,0.293552
0.0,68,0.294363
0.0,27,0.294838
0.0,57,0.295535
0.0,39,0.296013
0.0,39,0.296488
0.0,13,0.296666
0.0,11,0.296821
0.0,97,0.297981
0.0,15,0.298188
0.0,8,0.29831
0.0,19,0.298558
0.0,12,0.298727
0.0,18,0.298965
0.0,24,0.299272
0.0,56,0.299945
0.0,10,0.30009
0.0,15,0.300291
0.0,26,0.300619
0.0,8,0.300741
0.0,17,0.300967
0.0,16,0.301181
0.0,37,0.301643
0.0,26,0.301975
0.0,17,0.302199
0.0,8,0.302321
0.0,55,0.302984
0.0,21,0.303256
0.0,10,0.303401
0.0,22,0.303683
0.0,22,0.303965
0.0,21,0.304234
0.0,33,0.304643
0.0,18,0.304881
0.0,56,0.305567
0.0,13,0.30575
0.0,45,0.306299
0.0,17,0.306527
0.0,14,0.306727
0.0,10,0.306873
0.0,5,0.306969
0.0,20,0.307234
0.0,54,0.307897
0.0,51,0.30852
0.0,17,0.308747
0.0,17,0.308973
0.0,31,0.309373
0.0,13,0.309556
0.0,25,0.309879
0.0,55,0.310547
0.0,29,0.310914
0.0,18,0.311153
0.0,17,0.311379
0.0,12,0.311548
0.0,53,0.312192
0.0,12,0.312361
0.0,23,0.312658
0.0,23,0.312953
0.0,30,0.313332
0.0,16,0.313556
0.0,14,0.313749
0.0,71,0.314596
0.0,25,0.314919
0.0,39,0.315402
0.0,8,0.315525
0.0,15,0.315729
0.0,40,0.316225
0.0,61,0.316961
0.0,7,0.317072
0.0,17,0.3173
0.0,76,0.318231
0.0,10,0.318379
0.0,47,0.318953
0.0,6,0.319053
0.0,7,0.319162
0.0,26,0.319492
0.0,24,0.319798
0.0,36,0.320245
0.0,79,0.321182
0.0,31,0.321581
0.0,34,0.322006
0.0,23,0.322304
0.0,11,0.322463
0.0,19,0.322714
0.0,55,0.323378
0.0,13,0.323566
0.0,21,0.323842
0.0,35,0.324282
0.0,23,0.324579
0.0,40,0.325074
0.0,42,0.325601
0.0,16,0.325822
0.0,23,0.32612
0.0,63,0.326883
0.0,17,0.327109
0.0,60,0.327838
0.0,40,0.328331
0.0,32,0.328731
0.0,101,0.329934
0.0,56,0.330612
0.0,13,0.330793
0.0,10,0.33094
0.0,47,0.331516
0.0,34,0.331941
0.0,30,0.33232
0.0,18,0.332559
0.0,13,0.33274
0.0,60,0.333485
0.0,20,0.33375
0.0,16,0.333966
0.0,79,0.334908
0.0,19,0.335158
0.0,26,0.335492
0.0,14,0.335684
0.0,8,0.335806
0.0,36,0.336253
0.0,15,0.336457
0.0,8,0.33658
0.0,41,0.33708
0.0,51,0.33771
0.0,80,0.338667
0.0,23,0.338967
0.0,30,0.339344
0.0,16,0.339558
0.0,39,0.340038
0.0,7,0.340147
0.0,44,0.340681
0.0,28,0.341034
