#{"t_start": 1544913466.2766917, "env_id": "LunarLander-v2"}
r,l,t
-51.135309,82,33.519392
-23.421605,86,33.616712
11.040382,94,33.661854
-10.238975,116,33.712008
-13.158175,103,33.759679
23.276533,105,33.806845
13.901672,87,33.847947
15.377842,101,33.893325
-13.391475,82,33.932213
21.904171,93,33.975229
-38.558569,104,34.020662
-35.483219,103,34.122052
166.860711,468,34.533135
-10.466257,82,34.572216
-12.814262,123,34.629228
0.770743,121,34.6821
2.016073,80,34.718064
-26.012015,121,34.770906
28.953967,101,34.886496
15.893365,118,34.943041
6.771993,98,34.990112
-1.842335,84,35.029529
11.197024,131,35.095025
-17.372977,124,35.15597
23.845114,96,35.203172
10.913785,98,35.251896
7.401739,101,35.29977
1.418353,105,35.415012
-9.415986,79,35.448803
7.037125,123,35.506778
-18.073474,104,35.553387
-49.152506,87,35.593963
-53.199847,76,35.633057
-9.483211,117,35.687244
-41.211775,72,35.724029
6.453394,109,35.777851
-25.270165,104,35.832073
-4.532872,107,35.886556
35.931032,104,36.002334
31.036711,88,36.043486
1.731874,123,36.100264
-45.881292,135,36.163124
7.578423,82,36.199986
-37.138549,84,36.240071
-7.876528,110,36.291572
-16.206701,90,36.332711
20.269687,117,36.38817
-58.641334,97,36.433942
11.320846,97,36.537003
-21.265544,108,36.587255
-15.4111,109,36.64248
-3.2163,85,36.683223
-40.570534,95,36.72869
-38.546555,100,36.77851
-10.759009,79,36.816892
219.552891,193,36.942958
-30.817186,84,36.983822
-9.096373,100,37.028566
1.189879,93,37.133585
-26.17185,77,37.169779
20.963857,90,37.213577
-10.090339,92,37.25676
11.456951,90,37.297969
20.383279,86,37.336884
21.359592,70,37.367154
-28.826484,106,37.420418
-23.83948,93,37.462152
-50.532562,98,37.507715
0.628063,98,37.553909
20.487612,122,37.678157
-36.578167,102,37.731421
15.815911,86,37.776536
36.435797,97,37.823066
-16.595661,106,37.869249
10.352329,84,37.908107
-44.705559,120,37.966191
-5.927299,79,38.00282
-20.389666,87,38.045001
18.087565,111,38.097686
-64.298712,118,38.216769
-13.676257,113,38.272848
-15.139543,73,38.309786
3.013734,107,38.367549
4.428978,111,38.421688
-43.148692,104,38.476674
45.614131,84,38.518013
5.341658,90,38.564586
12.590041,98,38.612019
-21.379609,93,38.66256
-18.126459,90,38.707412
-11.418095,109,38.823507
-2.001992,102,38.872896
-34.637678,116,38.929021
-30.103374,100,38.978205
-96.524982,102,39.027547
-5.342871,105,39.084874
-27.57676,96,39.13396
-32.176383,86,39.174168
-16.310149,104,39.220898
-8.871298,89,39.262843
-94.32056,274,39.542446
-10.291826,102,39.589991
15.598335,87,39.630606
43.629477,92,39.673692
-26.544421,113,39.726856
-16.369386,111,39.782476
-10.95111,86,39.824177
-23.663138,94,39.868645
4.11145,102,39.980639
-37.711991,86,40.020071
-13.605126,113,40.070159
0.061974,100,40.118379
-21.034737,100,40.167542
42.058674,87,40.211845
-19.592679,70,40.247186
-12.492149,112,40.308387
-20.663669,106,40.360269
-3.783655,84,40.400187
14.485491,93,40.445096
-132.26915,170,40.593964
-16.371901,122,40.656867
-28.400207,83,40.697067
-21.800536,98,40.745669
-32.582118,102,40.794313
-6.46306,81,40.833951
-19.613899,97,40.881502
0.685611,75,40.920226
-2.35396,108,40.971918
-54.956801,119,41.030647
-52.942616,187,41.196212
29.397573,121,41.259097
233.19192,184,41.364524
209.441759,237,41.514283
-55.77545,118,41.574417
4.83012,109,41.625323
-14.593349,105,41.732562
-33.623428,101,41.776642
9.865433,113,41.829029
-24.721558,91,41.873638
-7.120486,81,41.912852
42.796634,91,41.954856
2.30111,107,42.003901
-9.902998,101,42.054983
41.395654,84,42.094851
-175.357468,176,42.188343
-38.050319,117,42.304454
3.765264,108,42.356626
32.525219,119,42.412064
-14.253921,115,42.467289
36.412354,79,42.506699
1.022981,76,42.546283
18.549177,117,42.60286
-36.19105,106,42.659967
21.285509,104,42.71463
-1.004023,119,42.778198
23.031821,115,42.899876
-72.6477,116,42.963715
-2.37097,105,43.019197
-40.31384,76,43.059431
-15.761354,106,43.114678
26.490764,95,43.164037
-13.781904,105,43.218493
26.526157,91,43.263739
9.620503,98,43.308826
17.805509,108,43.362377
15.998898,92,43.466569
-16.510164,113,43.523254
-26.511465,86,43.567168
0.3581,103,43.618877
-13.647785,99,43.670965
-1.728699,86,43.718492
-31.372323,113,43.774199
-1.994752,96,43.822448
-20.718886,105,43.878443
-56.854638,112,43.938287
13.464157,126,44.068714
10.618494,86,44.113699
2.311037,103,44.167449
-11.957171,66,44.198529
-10.938093,75,44.235946
-54.631821,92,44.283361
-29.363361,99,44.330548
-83.162854,123,44.391695
33.156695,100,44.445163
